"order_id","user_id","eval_set","order_number","order_dow","order_hour_of_day","days_since_prior_order"
8583,107843,"prior",2,0,20,30
1083,107844,"prior",5,0,9,6
3297,107882,"prior",7,1,9,28
3546,107888,"prior",29,0,15,7
5690,107897,"prior",3,3,19,1
1429,107922,"prior",2,0,11,14
4919,107926,"prior",19,6,18,6
8512,107932,"prior",9,1,12,7
5976,107935,"prior",2,6,15,28
1747,107937,"prior",6,5,12,6
8816,107955,"prior",6,1,15,10
9677,108047,"prior",23,2,14,5
5847,108069,"prior",1,1,8,NA
5329,108087,"prior",13,0,17,8
4447,108092,"prior",3,4,17,30
4662,108104,"prior",26,3,10,7
99,108185,"prior",2,6,14,11
2072,108188,"prior",34,2,18,7
2185,108191,"prior",5,1,17,6
7276,108191,"prior",6,3,14,30
2511,108192,"prior",10,6,13,12
6571,108207,"prior",13,0,14,5
8675,108211,"prior",3,6,15,5
3723,108217,"prior",21,6,16,23
7300,108228,"prior",1,1,14,NA
9440,108238,"prior",1,0,11,NA
2437,108273,"prior",5,0,8,30
8873,108309,"prior",8,6,16,13
6110,108327,"prior",8,1,16,6
2082,108338,"prior",3,3,13,10
4522,108347,"prior",15,4,11,5
9015,108369,"prior",37,6,19,10
6707,108370,"prior",2,6,7,7
9260,108396,"prior",15,6,20,0
7687,108401,"prior",43,2,18,2
7934,108456,"prior",17,2,13,30
7717,108495,"prior",32,6,17,10
4364,108495,"prior",70,3,11,4
5036,108498,"prior",3,1,10,30
4783,108505,"prior",34,2,13,10
4708,108537,"prior",10,1,13,19
9061,108539,"prior",27,2,8,6
4859,108615,"prior",1,6,13,NA
9976,108635,"prior",7,3,12,5
2450,108660,"prior",1,6,13,NA
824,108666,"prior",29,0,11,5
7221,108681,"prior",27,1,12,9
3084,108710,"prior",4,0,15,6
9227,108726,"prior",62,0,15,7
9729,108740,"prior",6,5,21,13
6209,108747,"prior",10,0,15,3
8757,108768,"prior",4,5,16,30
6328,108771,"prior",1,4,10,NA
1478,108771,"prior",15,5,16,5
3154,108776,"prior",18,0,13,8
5869,108777,"prior",4,1,7,17
4734,108790,"prior",37,1,15,6
1005,108796,"prior",11,2,14,6
6926,108805,"prior",1,6,15,NA
9896,108827,"prior",2,0,14,6
1225,108832,"prior",1,4,16,NA
9504,108839,"prior",10,4,12,15
1150,108845,"prior",19,0,20,11
434,108854,"prior",12,5,9,8
1102,108891,"prior",16,3,12,2
9696,108919,"prior",46,5,16,8
689,108932,"prior",16,1,13,3
9193,108935,"prior",28,1,10,4
318,108940,"prior",23,4,22,8
6074,108988,"prior",3,6,13,13
850,109048,"prior",5,6,13,18
7678,109052,"prior",11,3,14,4
8654,109082,"prior",5,3,15,30
6526,109120,"prior",2,6,18,10
1975,109151,"prior",10,5,10,3
2434,109170,"prior",36,2,21,0
8532,109171,"prior",13,0,12,5
5649,109177,"prior",2,5,18,10
1555,109247,"prior",2,3,10,10
7364,109260,"prior",49,2,14,2
7858,109275,"prior",1,5,10,NA
5953,109393,"prior",33,5,14,4
1797,109393,"prior",47,2,8,4
5186,109411,"prior",6,3,16,4
3032,109434,"prior",30,4,14,3
2991,109463,"prior",15,4,13,9
3113,109472,"prior",4,0,19,0
2194,109522,"prior",23,3,20,3
224,109534,"prior",6,0,14,13
1351,109537,"prior",17,6,17,16
9476,109546,"prior",3,0,11,30
3986,109560,"prior",1,5,16,NA
6264,109572,"prior",5,0,12,21
3653,109592,"prior",1,5,14,NA
4158,109602,"prior",9,3,12,7
8991,109631,"prior",5,1,8,30
5509,109634,"prior",1,3,16,NA
9558,109638,"prior",3,2,15,27
1613,109669,"prior",18,1,13,4
3644,109681,"prior",36,6,15,12
2600,109689,"prior",10,1,17,8
277,109712,"prior",4,0,1,7
5262,109807,"prior",1,5,18,NA
3954,109809,"prior",12,3,15,2
6993,109846,"prior",30,6,15,4
9255,109846,"prior",35,0,12,0
7353,109851,"prior",11,1,8,27
1467,109873,"prior",1,2,13,NA
6602,109882,"prior",11,4,18,11
7668,109899,"prior",30,4,7,9
9323,109955,"prior",40,6,14,4
6344,109967,"prior",14,4,12,10
7679,110001,"prior",30,4,17,10
3720,110023,"prior",15,5,17,3
2912,110033,"prior",56,4,17,1
1098,110045,"prior",23,5,15,6
1183,110064,"prior",8,6,12,0
8783,110073,"prior",1,6,11,NA
1625,110120,"prior",26,1,16,3
1451,110141,"prior",30,3,8,2
4122,110197,"prior",12,1,8,7
8711,110265,"prior",14,4,15,3
1436,110273,"prior",10,0,13,7
8930,110282,"prior",1,0,10,NA
7497,110354,"prior",6,4,11,7
6183,110356,"prior",2,1,10,25
3083,110363,"prior",26,4,11,2
2246,110430,"prior",24,5,13,6
4546,110448,"prior",12,6,13,3
2498,110449,"prior",2,5,8,30
7272,110467,"prior",9,1,15,7
8547,110469,"prior",18,5,20,26
3097,110483,"prior",2,1,17,0
7194,110487,"prior",2,1,20,8
7290,110488,"prior",2,1,21,0
3475,110528,"prior",20,2,15,28
6534,110558,"prior",30,3,10,15
3601,110568,"prior",31,0,9,7
1987,110568,"prior",39,6,23,6
5707,110596,"prior",11,5,12,3
5432,110626,"prior",3,4,17,0
5813,110647,"prior",27,3,20,0
3686,110694,"prior",32,1,14,3
6952,110698,"prior",10,6,22,4
4753,110705,"prior",6,3,12,20
3663,110708,"prior",1,0,9,NA
505,110754,"prior",4,1,16,30
7248,110755,"prior",22,5,14,1
4697,110758,"prior",13,4,14,2
4619,110779,"prior",7,2,17,2
2976,110808,"prior",45,2,16,5
1545,110844,"prior",65,1,9,6
8585,110856,"prior",3,1,17,30
4152,110975,"prior",11,4,17,26
384,110980,"prior",33,3,11,6
4100,110982,"prior",4,5,8,30
3152,110991,"prior",6,5,8,9
5954,110992,"prior",2,6,18,13
6019,111005,"prior",5,3,19,27
3093,111072,"prior",39,2,9,7
4281,111081,"prior",11,3,17,5
1113,111083,"prior",1,3,20,NA
4124,111134,"prior",7,1,17,16
5979,111134,"prior",12,6,11,13
8953,111139,"prior",4,2,13,30
4630,111177,"prior",3,2,19,9
9562,111212,"prior",32,3,8,9
4723,111274,"prior",12,4,16,3
6919,111299,"prior",23,4,9,19
3922,111308,"prior",8,6,17,8
2334,111317,"prior",8,4,10,3
3279,111327,"prior",47,5,18,5
876,111344,"prior",1,3,15,NA
9001,111357,"prior",11,1,23,0
7603,111365,"prior",3,6,9,5
8843,111365,"prior",42,6,9,7
5729,111385,"prior",11,3,18,10
1860,111396,"prior",27,3,9,3
9511,111410,"prior",36,2,17,7
8807,111438,"prior",2,4,9,17
9368,111451,"prior",23,1,13,11
739,111451,"prior",27,5,12,2
5851,111451,"prior",41,2,11,6
156,111475,"prior",7,6,22,20
9782,111488,"prior",59,3,21,5
7148,111550,"prior",37,4,15,0
798,111550,"prior",75,3,9,2
1750,111555,"prior",13,5,12,5
8895,111557,"prior",6,1,18,29
9604,111612,"prior",13,0,14,7
8969,111623,"prior",66,6,10,2
7510,111623,"prior",80,4,14,1
9195,111639,"prior",20,5,17,7
7571,111642,"prior",6,6,14,8
5342,111651,"prior",76,1,12,2
9793,111664,"prior",7,2,4,30
448,111664,"prior",9,5,19,12
8342,111675,"prior",9,5,16,7
7820,111726,"prior",16,1,16,20
1291,111743,"prior",3,5,14,6
1202,111802,"prior",40,3,19,9
8545,111814,"prior",45,3,11,3
3767,111814,"prior",72,1,8,2
6997,111817,"prior",35,1,9,10
1165,111853,"prior",34,5,19,0
2860,111921,"prior",35,0,10,12
8416,111922,"prior",16,5,7,10
1226,111926,"prior",42,1,8,9
4355,111941,"prior",33,0,14,2
1457,111984,"prior",1,3,13,NA
6729,112000,"prior",6,1,14,14
8945,112092,"prior",3,4,11,3
7710,112102,"prior",14,0,12,10
8374,112105,"prior",3,5,10,7
4215,112121,"prior",1,5,13,NA
217,112125,"prior",2,0,8,21
8685,112144,"prior",13,1,18,1
9217,112179,"prior",2,0,13,10
1185,112181,"prior",1,5,18,NA
7179,112229,"prior",4,3,16,3
7778,112235,"prior",7,3,14,22
834,112278,"prior",7,5,18,14
5708,112319,"prior",62,0,18,7
7713,112327,"prior",18,2,20,8
3260,112365,"prior",15,5,16,14
4449,112437,"prior",42,0,23,6
1345,112526,"prior",18,4,17,4
4550,112526,"prior",31,4,14,3
3162,112553,"prior",6,2,11,5
6297,112554,"prior",23,6,15,20
3365,112555,"prior",18,5,14,5
1404,112580,"prior",31,2,17,9
6039,112604,"prior",3,3,11,2
927,112606,"prior",2,1,12,22
816,112686,"prior",9,0,15,1
4264,112686,"prior",17,6,8,15
1104,112717,"prior",7,1,11,7
6697,112723,"prior",5,4,15,11
1772,112733,"prior",4,0,13,30
2273,112743,"prior",1,1,10,NA
6260,112802,"prior",30,6,12,6
6013,112821,"prior",22,2,9,8
4525,112821,"prior",24,0,22,5
7932,112830,"prior",19,4,13,6
6701,112844,"prior",7,6,10,8
3502,112847,"prior",11,0,12,2
2108,112880,"prior",3,1,10,11
9714,112898,"prior",6,0,14,15
6416,112922,"prior",9,6,12,28
1758,112965,"prior",24,4,20,8
5593,112968,"prior",35,5,17,4
9317,113003,"prior",22,2,10,5
5800,113040,"prior",29,3,15,0
7454,113066,"prior",22,5,12,3
1690,113090,"prior",20,2,17,6
1830,113090,"prior",36,2,8,4
4061,113097,"prior",20,0,19,5
778,113167,"prior",26,0,13,17
8507,113169,"prior",1,0,22,NA
3528,113217,"prior",3,4,19,6
6904,113225,"prior",11,3,9,7
8693,113308,"prior",15,3,17,6
2133,113312,"prior",1,5,18,NA
7845,113327,"prior",1,3,17,NA
1060,113344,"prior",2,4,10,7
4944,113372,"prior",8,6,21,9
2016,113384,"prior",46,6,15,6
5212,113397,"prior",4,0,9,9
2680,113443,"prior",14,4,13,19
7191,113468,"prior",3,5,16,3
574,113517,"prior",19,6,10,6
872,113526,"prior",5,6,6,6
2996,113559,"prior",40,6,11,6
7267,113565,"prior",6,6,18,7
2799,113588,"prior",14,0,12,1
6400,113588,"prior",91,0,16,1
1878,113643,"prior",12,6,12,16
6981,113670,"prior",8,2,14,8
5337,113690,"prior",16,2,14,7
6814,113703,"prior",11,0,9,6
7602,113742,"prior",8,3,14,30
4719,113748,"prior",8,0,12,30
5691,113760,"prior",24,3,11,4
6890,113762,"prior",4,4,18,3
2883,113762,"prior",42,0,11,5
9556,113774,"prior",3,0,10,30
5544,113791,"prior",1,1,17,NA
6685,113801,"prior",13,2,12,9
5661,113806,"prior",2,0,14,6
8799,113831,"prior",2,5,11,9
547,113831,"prior",6,4,11,9
1598,113871,"prior",5,1,6,5
6917,113887,"prior",6,1,11,30
1170,113888,"prior",16,1,23,9
6580,113897,"prior",10,5,16,30
4258,113911,"prior",2,6,13,9
8972,113914,"prior",7,4,16,2
1193,113928,"prior",12,4,21,9
6314,113946,"prior",49,5,18,5
4598,113978,"prior",52,1,16,2
2471,113987,"prior",1,6,14,NA
6716,113992,"prior",3,3,16,2
5558,113995,"prior",26,3,14,6
5066,114001,"prior",50,5,7,4
3833,114006,"prior",9,5,11,13
3205,114041,"prior",61,2,22,15
956,114097,"prior",20,6,15,9
3008,114119,"prior",6,2,15,30
5507,114133,"prior",51,5,9,8
5471,114143,"prior",14,4,19,12
681,114191,"prior",8,1,18,5
7005,114204,"prior",6,2,12,3
860,114223,"prior",5,1,18,30
7742,114294,"prior",13,0,9,9
7856,114300,"prior",22,2,5,9
6322,114316,"prior",19,4,7,3
1394,114413,"prior",7,5,22,21
7535,114439,"prior",54,1,21,2
2347,114449,"prior",30,0,16,7
8660,114452,"prior",59,5,14,1
8683,114455,"prior",8,5,12,2
6064,114479,"prior",34,6,8,11
5134,114493,"prior",12,0,8,10
1223,114503,"prior",4,0,14,7
7116,114527,"prior",3,4,15,12
3003,114532,"prior",17,2,14,5
7055,114551,"prior",3,6,10,30
8178,114576,"prior",15,5,11,8
7277,114576,"prior",27,5,14,7
2436,114627,"prior",2,4,14,18
1519,114634,"prior",13,6,15,5
1163,114666,"prior",3,1,12,14
1015,114701,"prior",16,0,14,7
7789,114701,"prior",19,0,14,8
8181,114709,"prior",17,3,14,6
7595,114711,"prior",37,1,18,5
3424,114747,"prior",15,3,13,6
8777,114754,"prior",33,5,9,1
2052,114776,"prior",36,3,7,4
7676,114787,"prior",23,2,19,3
1284,114804,"prior",32,5,8,6
9215,114835,"prior",54,5,11,2
3716,114844,"prior",18,2,16,9
5374,114846,"prior",29,6,20,5
9482,114881,"prior",11,1,14,1
3562,114918,"prior",40,3,16,11
8381,114935,"prior",3,2,16,11
3175,114963,"prior",10,6,14,19
3052,114974,"prior",9,2,20,30
7972,114991,"prior",3,0,13,5
4615,114994,"prior",9,4,9,6
7314,115089,"prior",17,2,17,6
5030,115130,"prior",9,0,10,23
5034,115153,"prior",10,2,14,5
5867,115163,"prior",51,1,10,7
483,115184,"prior",30,1,11,11
5659,115245,"prior",8,1,14,12
4115,115296,"prior",3,0,12,30
6021,115312,"prior",5,6,15,0
1732,115329,"prior",1,5,14,NA
1546,115333,"prior",4,1,8,7
8137,115396,"prior",30,5,16,0
8372,115409,"prior",13,4,22,19
8923,115412,"prior",38,5,16,6
3272,115415,"prior",5,6,15,30
8940,115425,"prior",4,1,13,23
5494,115433,"prior",1,4,8,NA
8818,115448,"prior",17,1,13,8
69,115481,"prior",16,3,12,3
204,115481,"prior",74,6,9,3
9614,115506,"prior",3,1,10,30
6848,115509,"prior",11,0,17,23
698,115540,"prior",31,5,21,3
4422,115549,"prior",4,1,23,2
4727,115550,"prior",23,0,9,8
6435,115553,"prior",53,3,11,1
2254,115553,"prior",60,4,15,0
1973,115583,"prior",4,2,17,15
7580,115667,"prior",5,5,7,4
3919,115669,"prior",14,0,21,15
6154,115682,"prior",7,0,7,22
6668,115728,"prior",28,5,15,2
6999,115758,"prior",10,1,15,10
5209,115773,"prior",36,6,8,7
7143,115786,"prior",13,2,13,1
8538,115786,"prior",26,3,9,1
9389,115787,"prior",3,0,15,30
1045,115788,"prior",21,1,19,2
163,115844,"prior",16,2,14,0
8579,115862,"prior",5,4,16,3
5580,115925,"prior",25,2,13,4
4975,115945,"prior",14,1,19,10
3303,115957,"prior",1,0,8,NA
3582,115961,"prior",27,4,13,7
1309,115961,"prior",55,3,9,5
5191,116000,"prior",5,0,13,26
748,116022,"prior",19,0,23,7
6941,116061,"prior",40,0,21,17
6214,116145,"prior",21,4,18,8
4924,116145,"prior",39,1,9,4
3793,116181,"prior",13,0,5,22
8939,116256,"prior",5,3,16,30
1847,116261,"prior",69,6,17,2
8385,116269,"prior",1,1,11,NA
3034,116316,"prior",7,0,9,9
922,116331,"prior",18,2,15,4
2754,116331,"prior",35,4,20,2
3596,116331,"prior",49,3,20,2
3187,116364,"prior",11,0,13,26
1713,116377,"prior",4,0,14,3
2584,116386,"prior",8,0,11,10
2156,116387,"prior",26,5,12,2
8869,116409,"prior",5,3,12,2
3736,116415,"prior",13,3,11,3
4491,116427,"prior",4,0,10,7
5019,116445,"prior",2,0,12,8
1816,116543,"prior",4,1,14,8
1289,116573,"prior",3,6,17,30
7151,116578,"prior",17,6,11,13
4810,116592,"prior",30,1,10,2
2986,116623,"prior",18,3,19,13
2311,116655,"prior",8,4,13,30
7536,116688,"prior",13,0,7,6
7433,116739,"prior",10,6,19,23
4109,116741,"prior",4,6,19,6
5828,116741,"prior",8,6,18,15
2658,116799,"prior",8,1,0,12
8354,116846,"prior",2,5,17,10
2749,116853,"prior",4,0,20,21
2479,116861,"prior",2,4,6,3
5295,116877,"prior",5,2,6,8
4102,116884,"prior",11,5,16,14
7545,116923,"prior",10,3,15,11
2940,116929,"prior",1,4,10,NA
391,116932,"prior",6,1,17,1
8537,116937,"prior",69,5,15,12
3302,116952,"prior",13,0,9,30
1984,116962,"prior",41,1,1,2
2725,116979,"prior",3,0,14,8
5598,117057,"prior",54,4,10,1
1676,117084,"prior",13,1,19,8
2745,117095,"prior",6,6,11,30
7111,117113,"prior",31,0,15,5
1624,117127,"prior",12,4,19,4
168,117132,"prior",18,5,15,2
6947,117155,"prior",41,5,19,0
8886,117170,"prior",45,3,9,6
972,117174,"prior",33,5,13,17
5516,117193,"prior",6,1,13,30
1217,117203,"prior",10,1,15,7
3433,117219,"prior",4,1,14,13
4636,117260,"prior",33,3,16,0
9996,117299,"prior",7,6,15,2
9247,117300,"prior",3,0,15,30
7140,117330,"prior",19,5,12,4
8921,117336,"prior",4,3,17,8
7892,117349,"prior",8,0,15,8
1584,117349,"prior",10,5,16,20
7578,117368,"prior",10,3,14,23
3760,117396,"prior",1,0,13,NA
6558,117426,"prior",24,1,19,8
2343,117437,"prior",3,5,15,3
4248,117440,"prior",50,3,12,2
7438,117472,"prior",15,6,11,9
4516,117475,"prior",5,6,11,30
4518,117496,"prior",4,3,16,30
6978,117595,"prior",5,4,7,10
4826,117642,"prior",8,6,12,12
8759,117646,"prior",4,4,9,7
4780,117679,"prior",5,3,8,23
7822,117680,"prior",3,5,17,22
8203,117687,"prior",20,0,12,9
9724,117705,"prior",23,1,15,6
4639,117736,"prior",19,1,16,4
2568,117752,"prior",48,3,13,8
6162,117762,"prior",9,5,6,8
1725,117797,"prior",1,3,10,NA
2196,117837,"prior",26,0,16,2
4648,117841,"prior",77,6,14,5
7964,117867,"prior",49,4,11,2
5326,117870,"prior",11,6,10,12
3030,117885,"prior",3,6,12,2
2299,117911,"prior",9,3,19,30
858,117961,"prior",1,6,11,NA
8820,117967,"prior",7,6,14,2
2837,117989,"prior",17,1,12,14
8118,117995,"prior",1,5,12,NA
6678,118013,"prior",13,3,8,4
2855,118092,"prior",9,3,13,5
938,118129,"prior",5,0,10,7
8617,118191,"prior",17,0,14,4
1377,118227,"prior",29,2,19,1
8493,118228,"prior",15,1,9,5
8073,118282,"prior",12,4,13,20
4397,118297,"prior",34,3,10,3
7647,118339,"prior",3,0,13,5
5344,118381,"prior",6,0,15,9
3105,118407,"prior",19,6,15,11
6367,118439,"prior",2,0,15,16
7235,118459,"prior",23,4,19,4
3478,118462,"prior",30,4,16,19
7839,118468,"prior",3,6,13,30
3360,118473,"prior",8,1,9,3
4032,118489,"prior",3,5,14,1
5831,118514,"prior",7,1,7,7
9507,118514,"prior",24,5,10,2
710,118558,"prior",7,1,12,0
5717,118575,"prior",11,0,14,7
9847,118603,"prior",9,1,15,16
7211,118619,"prior",1,1,17,NA
5843,118626,"prior",3,2,16,7
3835,118644,"prior",5,5,1,3
8028,118649,"prior",23,4,15,19
6255,118656,"prior",14,2,16,6
2890,118669,"prior",19,2,12,2
3950,118718,"prior",6,4,14,6
1013,118749,"prior",5,3,15,9
5997,118755,"prior",88,3,14,7
6368,118770,"prior",11,2,13,11
2573,118789,"prior",39,5,8,7
3707,118810,"prior",16,1,10,6
6943,118815,"prior",6,6,18,18
5683,118818,"prior",5,1,15,8
4500,118825,"prior",7,3,11,30
3249,118850,"prior",29,4,10,3
8250,118853,"prior",2,3,16,3
18,118860,"prior",3,4,20,6
9928,118860,"prior",38,5,7,7
2750,118866,"prior",2,1,15,18
6660,118868,"prior",1,0,13,NA
4301,118927,"prior",9,1,9,15
6428,118934,"prior",11,5,12,11
9479,118936,"prior",10,5,12,16
966,118986,"prior",13,5,16,15
9528,119000,"prior",3,2,2,30
8278,119026,"prior",17,4,12,7
1009,119028,"prior",11,3,15,3
9599,119067,"prior",22,1,10,5
3886,119076,"prior",9,0,11,7
5040,119078,"prior",23,0,12,4
2107,119081,"prior",5,4,20,30
116,119087,"prior",25,6,18,0
421,119095,"prior",1,0,23,NA
989,119114,"prior",12,0,14,8
1602,119134,"prior",47,4,14,6
6733,119138,"prior",19,4,9,4
5541,119141,"prior",1,1,13,NA
5440,119172,"prior",33,2,7,7
271,119186,"prior",7,0,18,27
8218,119206,"prior",6,5,15,30
32,119216,"prior",4,1,19,11
4959,119221,"prior",1,2,22,NA
8557,119235,"prior",15,3,18,7
5765,119237,"prior",6,1,15,11
852,119249,"prior",2,5,20,19
3859,119290,"prior",3,0,16,6
8145,119307,"prior",50,6,13,7
7045,119312,"prior",7,6,11,21
2832,119329,"prior",13,0,14,14
4835,119357,"prior",7,4,22,5
5073,119382,"prior",43,3,18,4
6093,119401,"prior",14,1,15,18
7158,119435,"prior",3,0,11,20
3005,119435,"prior",7,0,13,22
970,119437,"prior",42,0,8,8
6706,119458,"prior",3,5,9,30
2784,119465,"prior",32,2,13,4
1704,119480,"prior",20,6,11,13
5479,119504,"prior",44,3,13,4
2972,119557,"prior",8,5,9,16
9082,119579,"prior",6,4,19,30
2864,119599,"prior",29,0,13,1
4086,119608,"prior",6,6,7,17
3284,119611,"prior",3,2,10,12
2219,119677,"prior",17,0,14,9
4875,119706,"prior",17,3,13,26
4925,119726,"prior",20,5,9,15
6331,119777,"prior",78,2,9,5
9000,119811,"prior",6,0,16,7
6907,119824,"prior",4,4,17,22
4511,119827,"prior",6,1,10,7
8516,119834,"prior",3,6,13,4
830,119835,"prior",89,0,15,2
7428,119842,"prior",23,3,14,13
33,119866,"prior",6,1,18,21
5947,119870,"prior",2,0,18,30
5956,119887,"prior",7,4,9,14
1907,119927,"prior",8,2,22,22
959,119941,"prior",2,6,13,21
2517,119951,"prior",11,1,8,6
7797,119953,"prior",7,4,12,13
2430,119961,"prior",10,6,15,11
3029,119994,"prior",8,4,10,3
3661,120002,"prior",5,0,13,7
8577,120017,"prior",2,5,14,16
3904,120019,"prior",8,4,5,2
4709,120026,"prior",2,6,10,9
7254,120058,"prior",3,0,14,30
9349,120109,"prior",4,4,8,14
6402,120121,"prior",11,5,8,24
2768,120168,"prior",16,2,21,5
5667,120185,"prior",60,3,21,1
4831,120216,"prior",34,1,11,1
1961,120222,"prior",18,6,12,3
343,120226,"prior",8,2,10,16
7157,120233,"prior",2,0,13,0
3055,120281,"prior",4,2,20,9
4527,120296,"prior",42,0,8,5
1492,120319,"prior",3,1,18,30
9864,120324,"prior",5,3,16,5
8961,120333,"prior",4,5,13,20
3753,120377,"prior",43,0,13,2
3101,120382,"prior",50,6,12,7
1995,120398,"prior",13,1,17,3
9523,120429,"prior",8,4,19,14
8441,120457,"prior",6,0,15,2
5641,120470,"prior",5,4,13,7
653,120475,"prior",2,2,13,15
8548,120494,"prior",2,0,19,21
9860,120501,"prior",8,4,15,2
9024,120511,"prior",6,1,10,17
3906,120525,"prior",4,6,23,5
7938,120541,"prior",6,1,8,7
4080,120585,"prior",6,0,10,6
2212,120599,"prior",8,4,0,13
3250,120605,"prior",2,0,11,7
714,120615,"prior",2,3,15,0
7009,120694,"prior",5,2,16,28
364,120742,"prior",29,2,11,5
3631,120744,"prior",12,6,19,13
9899,120777,"prior",26,1,7,3
549,120786,"prior",4,2,21,8
9785,120802,"prior",37,2,14,3
2114,120822,"prior",4,6,17,4
3006,120854,"prior",7,0,13,4
5338,120862,"prior",2,0,17,3
5491,120863,"prior",9,0,14,30
894,120895,"prior",17,2,9,2
2875,120899,"prior",4,0,14,4
9023,120902,"prior",6,3,16,30
662,120923,"prior",39,3,10,1
4616,120938,"prior",3,4,9,7
4869,121036,"prior",20,6,19,6
1385,121055,"prior",38,1,11,4
7557,121109,"prior",2,6,11,4
6957,121136,"prior",2,6,16,30
6840,121165,"prior",8,4,16,10
1739,121169,"prior",2,6,18,30
5583,121182,"prior",41,4,13,6
8610,121219,"prior",3,0,23,1
9889,121231,"prior",50,2,19,7
4138,121272,"prior",5,2,8,30
1928,121303,"prior",34,3,20,6
8791,121325,"prior",33,6,22,0
410,121327,"prior",34,2,14,5
7756,121332,"prior",39,1,14,5
6854,121344,"prior",14,3,16,11
4349,121346,"prior",18,1,10,4
6644,121351,"prior",32,3,13,7
9326,121414,"prior",22,2,8,6
5658,121467,"prior",3,1,11,0
5254,121537,"prior",4,6,10,20
4407,121587,"prior",13,2,12,6
6972,121607,"prior",15,0,13,2
5656,121645,"prior",17,1,13,4
7471,121684,"prior",1,0,15,NA
1233,121701,"prior",19,5,18,11
3955,121703,"prior",1,2,20,NA
5647,121714,"prior",55,6,10,6
2466,121714,"prior",67,2,17,1
6361,121743,"prior",41,3,20,15
7359,121745,"prior",21,0,12,24
5557,121754,"prior",8,0,12,13
6382,121848,"prior",7,3,10,3
3468,121857,"prior",13,4,9,0
376,121858,"prior",11,5,16,14
5937,121878,"prior",12,4,15,14
2578,121882,"prior",1,1,15,NA
811,121906,"prior",36,5,17,5
5426,121916,"prior",7,1,15,7
847,121984,"prior",18,4,6,2
5233,121984,"prior",19,1,9,4
5531,122000,"prior",10,1,20,2
7728,122022,"prior",6,1,16,2
3711,122027,"prior",2,3,18,1
3939,122038,"prior",3,4,15,9
63,122048,"prior",21,0,13,4
4806,122051,"prior",61,1,11,4
2128,122108,"prior",10,6,13,30
5407,122182,"prior",17,6,0,7
3718,122241,"prior",16,2,15,5
9296,122249,"prior",10,5,18,30
262,122266,"prior",2,5,19,15
5200,122284,"prior",12,5,11,30
5310,122308,"prior",18,0,16,5
5043,122312,"prior",16,5,23,8
4578,122323,"prior",7,1,21,11
7002,122352,"prior",18,1,10,8
1550,122376,"prior",27,4,10,24
3454,122422,"prior",4,6,11,24
7011,122437,"prior",40,0,17,2
1796,122449,"prior",6,1,14,10
2465,122457,"prior",2,1,18,2
6284,122476,"prior",99,2,16,2
8313,122550,"prior",75,2,12,2
5562,122629,"prior",22,1,13,14
5737,122638,"prior",5,1,15,5
1356,122803,"prior",3,1,9,30
9560,122814,"prior",1,0,13,NA
4184,122845,"prior",8,0,10,15
9753,122848,"prior",59,6,9,3
8339,122860,"prior",17,4,14,30
1100,122937,"prior",7,6,22,12
5286,122954,"prior",6,1,10,30
908,122962,"prior",19,0,12,15
4140,122994,"prior",34,0,23,7
5201,123002,"prior",2,6,17,13
5069,123030,"prior",6,1,9,2
5102,123042,"prior",2,0,18,30
9406,123053,"prior",28,2,1,6
7233,123059,"prior",3,6,7,9
7532,123099,"prior",2,3,11,4
1958,123135,"prior",66,1,14,1
4238,123143,"prior",97,1,10,3
3516,123169,"prior",19,1,9,7
806,123170,"prior",8,1,15,6
3864,123208,"prior",9,5,8,5
6107,123208,"prior",13,2,8,19
5503,123245,"prior",19,4,14,4
4375,123245,"prior",70,4,19,2
4023,123250,"prior",7,5,17,16
1672,123292,"prior",21,6,10,8
1604,123307,"prior",5,6,20,7
5246,123406,"prior",8,0,9,27
2764,123453,"prior",16,0,11,10
5940,123460,"prior",36,1,12,11
6270,123492,"prior",27,1,17,2
4360,123494,"prior",16,2,13,14
8369,123503,"prior",6,4,15,8
3324,123531,"prior",42,6,11,9
2692,123531,"prior",51,3,18,10
2217,123550,"prior",2,4,20,16
4172,123614,"prior",5,3,22,12
5624,123627,"prior",4,1,14,27
1003,123635,"prior",24,2,19,6
2463,123662,"prior",3,5,13,8
4970,123736,"prior",6,0,15,14
883,123765,"prior",30,3,8,7
5371,123765,"prior",38,3,16,6
4408,123780,"prior",21,6,11,6
6771,123799,"prior",3,4,12,20
886,123819,"prior",15,0,7,9
8465,123837,"prior",37,6,14,4
9618,123967,"prior",14,4,16,7
1670,123992,"prior",4,0,17,30
5151,123993,"prior",1,0,17,NA
3521,124020,"prior",16,0,15,10
3444,124031,"prior",2,5,15,3
2348,124034,"prior",23,6,14,12
9738,124036,"prior",10,6,21,14
1996,124045,"prior",4,1,12,30
1144,124092,"prior",5,2,7,2
9081,124123,"prior",1,1,15,NA
4143,124134,"prior",9,6,14,30
5782,124137,"prior",2,0,22,28
7051,124180,"prior",2,5,18,12
4178,124239,"prior",44,2,17,4
2543,124345,"prior",7,5,22,30
2012,124362,"prior",34,1,21,5
7225,124418,"prior",24,0,10,11
3118,124431,"prior",5,0,16,21
6262,124477,"prior",69,2,10,1
4348,124483,"prior",16,6,13,23
9441,124496,"prior",4,2,9,4
3928,124514,"prior",6,4,14,4
485,124536,"prior",15,3,8,7
