customerId,productId,amount,rating,daysAgo
C0229,P0076,7.43,3,287
C0142,P0065,67.68,5,95
C0214,P0033,25.13,1,209
C0335,P0024,18.49,4,293
C0021,P0080,136.57,4,310
C0392,P0083,11.57,1,235
C0139,P0031,29.98,2,31
C0333,P0101,10.69,1,159
C0314,P0024,20.32,3,313
C0318,P0010,50.71,1,27
C0297,P0064,29.56,5,215
C0359,P0055,8.33,4,126
C0348,P0024,18.42,1,356
C0118,P0020,36.54,2,217
C0139,P0078,27.35,4,343
C0207,P0059,22.17,1,172
C0136,P0095,15.39,3,308
C0182,P0062,10.39,2,226
C0191,P0053,33.16,1,332
C0295,P0024,16.91,3,119
C0110,P0088,14.22,3,140
C0396,P0017,39.08,2,15
C0213,P0024,18.6,5,83
C0348,P0095,17.21,1,51
C0041,P0083,11.23,3,67
C0228,P0067,37.06,1,113
C0016,P0005,45.04,4,319
C0173,P0054,16.65,4,301
C0474,P0083,10.67,1,297
C0161,P0050,49.2,3,358
C0276,P0002,6.1,1,186
C0127,P0017,46.26,2,309
C0303,P0063,25.53,5,153
C0227,P0076,6.92,4,231
C0183,P0004,24.07,1,296
C0057,P0024,19.39,5,21
C0060,P0011,17.91,1,61
C0499,P0058,29.65,4,263
C0002,P0069,10.31,3,102
C0476,P0086,11.03,5,280
C0011,P0114,14.74,4,6
C0204,P0109,34.58,2,64
C0354,P0024,18.85,1,172
C0452,P0004,30.72,2,334
C0351,P0031,36.04,3,273
C0225,P0079,54.44,1,249
C0486,P0008,17.53,5,259
C0021,P0035,22.32,1,114
C0418,P0021,16.9,5,323
C0460,P0079,52.23,2,266
C0126,P0070,12.55,3,218
C0070,P0056,25.88,1,31
C0253,P0012,9.1,5,134
C0256,P0014,12.81,4,141
C0457,P0038,7.33,1,246
C0303,P0070,13.23,2,144
C0152,P0062,10.31,4,209
C0197,P0010,45.16,4,5
C0066,P0112,14.02,3,68
C0096,P0026,10.7,5,196
C0070,P0035,20.27,2,349
C0399,P0068,77.27,4,277
C0348,P0109,32.95,3,152
C0259,P0071,10.92,4,353
C0185,P0111,22.17,3,101
C0326,P0017,45.37,3,325
C0434,P0094,7.03,5,32
C0267,P0055,7.49,5,1
C0402,P0035,23.76,1,357
C0251,P0117,31.49,3,234
C0230,P0013,10.95,4,55
C0425,P0043,78.11,5,362
C0190,P0101,8.85,2,15
C0193,P0105,14.57,4,122
C0149,P0117,30.83,3,273
C0254,P0103,14.94,2,20
C0266,P0006,45.52,5,330
C0323,P0107,13.64,3,247
C0210,P0046,11.42,4,346
C0109,P0070,15.78,2,305
C0426,P0040,35.79,1,301
C0174,P0092,23.11,3,83
C0456,P0061,21.79,4,75
C0105,P0096,21.32,2,89
C0262,P0017,41.24,4,242
C0406,P0047,22.36,4,22
C0068,P0000,13.07,5,156
C0450,P0076,8.32,5,212
C0287,P0061,20.84,5,178
C0250,P0010,43.47,4,82
C0019,P0017,44.35,5,40
C0242,P0068,88.27,1,360
C0129,P0026,9.82,2,170
C0172,P0020,45.27,5,217
C0316,P0023,16.61,3,207
C0242,P0020,38.76,1,135
C0047,P0068,84.39,5,264
C0037,P0017,43.13,4,137
C0093,P0035,22.71,5,151
C0096,P0075,18.94,1,293
C0297,P0055,7.12,1,116
C0088,P0064,26.49,3,255
C0434,P0024,19.07,1,243
C0106,P0108,46.14,3,12
C0430,P0024,18.48,2,292
C0145,P0105,12.48,4,99
C0207,P0070,16.28,1,333
C0479,P0067,32.08,5,8
C0471,P0103,12.01,1,66
C0352,P0008,21.3,3,345
C0036,P0095,18.35,5,312
C0290,P0074,42.74,1,275
C0494,P0035,24.79,5,220
C0472,P0024,16.3,2,74
C0054,P0012,9.55,4,179
C0194,P0108,47.16,5,206
C0156,P0013,9.88,2,33
C0064,P0024,16.58,2,217
C0342,P0076,8.14,5,33
C0134,P0079,44.31,1,46
C0173,P0016,25.45,1,62
C0046,P0092,19.08,2,70
C0243,P0055,8.22,4,30
C0077,P0097,94.74,5,349
C0211,P0012,8.89,3,293
C0070,P0005,37.24,3,185
C0476,P0068,85.61,5,135
C0071,P0014,10.8,1,70
C0255,P0055,8.73,5,346
C0098,P0001,50.38,2,291
C0039,P0086,11.28,2,274
C0102,P0105,11.73,5,172
C0028,P0095,14.5,4,10
C0068,P0112,14.39,3,233
C0241,P0105,11.77,2,178
C0318,P0048,12.8,3,109
C0044,P0041,11.95,4,115
C0214,P0104,123.89,1,22
C0284,P0107,11.74,1,318
C0116,P0115,8.36,2,61
C0184,P0085,27.46,3,296
C0110,P0109,29.46,2,17
C0227,P0109,30.26,4,227
C0495,P0071,13.23,5,25
C0498,P0099,56.54,3,303
C0207,P0108,47.92,5,8
C0161,P0099,51.63,2,279
C0118,P0007,41.34,2,337
C0008,P0033,24.74,5,177
C0048,P0013,8.6,3,340
C0222,P0053,28.82,1,243
C0170,P0023,15.83,4,192
C0090,P0110,22.4,2,131
C0353,P0061,20.37,5,107
C0178,P0105,12.16,5,226
C0120,P0004,32.06,5,13
C0263,P0085,27.42,5,150
C0092,P0078,29.22,4,17
C0241,P0059,22.99,2,145
C0075,P0092,24.25,4,291
C0080,P0095,17.95,5,252
C0299,P0063,27.96,5,46
C0129,P0113,39.84,3,261
C0086,P0080,104.93,4,6
C0460,P0073,9.12,2,5
C0022,P0035,19.98,2,333
C0277,P0000,11.87,4,12
C0268,P0024,15.89,3,97
C0123,P0085,34.94,2,49
C0222,P0079,53.93,4,212
C0044,P0031,35.96,2,191
C0355,P0068,72.4,3,306
C0111,P0017,39.77,2,360
C0097,P0024,18.07,5,272
C0155,P0109,31.61,5,170
C0446,P0043,59.41,3,17
C0393,P0024,19.21,4,336
C0472,P0053,30.68,1,205
C0318,P0039,12.39,5,80
C0325,P0081,250.67,2,198
C0233,P0112,13.85,5,143
C0447,P0063,28.42,5,128
C0250,P0063,25.73,1,166
C0177,P0035,23.89,1,275
C0313,P0061,21.9,4,60
C0266,P0029,22.2,5,351
C0062,P0000,11.6,4,23
C0192,P0100,18.27,1,54
C0154,P0046,11.64,4,247
C0416,P0053,29.95,2,53
C0186,P0011,22.45,5,284
C0403,P0095,17.02,5,268
C0215,P0017,37.12,4,157
C0369,P0043,75.7,3,166
C0066,P0095,18.74,2,364
C0457,P0050,41.61,5,290
C0234,P0108,45.82,1,231
C0128,P0019,29.54,1,52
C0120,P0079,49.47,1,215
C0130,P0116,8.52,3,15
C0182,P0059,25.26,1,92
C0354,P0076,8.02,3,255
C0474,P0040,33.83,1,149
C0327,P0083,9.92,5,363
C0267,P0106,42.07,3,342
C0220,P0078,30.95,1,35
C0406,P0108,58.25,4,322
C0418,P0063,28.81,2,315
C0143,P0062,10.36,2,39
C0476,P0025,20.3,4,141
C0193,P0079,46.37,5,346
C0395,P0102,11.37,5,7
C0483,P0069,8.39,3,22
C0348,P0023,15.48,5,186
C0080,P0058,31.33,2,347
C0287,P0084,4.85,5,102
C0060,P0108,48.98,5,282
C0388,P0015,35.82,3,253
C0138,P0012,7.96,3,54
C0342,P0043,79.04,3,105
C0450,P0012,7.74,1,228
C0090,P0117,29.42,5,176
C0192,P0045,46.99,4,87
C0316,P0056,23.32,5,74
C0205,P0023,13.87,1,203
C0087,P0048,9.9,5,302
C0016,P0117,28.64,2,151
C0199,P0053,34.08,5,337
C0317,P0001,52.11,5,243
C0281,P0024,21.05,5,147
C0077,P0116,7.84,5,258
C0221,P0118,83.97,1,164
C0183,P0019,31.21,2,276
C0134,P0067,36.33,2,358
C0151,P0062,11.4,5,52
C0263,P0012,9.86,4,27
C0456,P0093,11.57,3,295
C0263,P0108,53.68,5,309
C0302,P0017,38.18,1,207
C0037,P0050,41.89,4,90
C0088,P0012,9.14,3,321
C0051,P0033,22.67,2,164
C0374,P0009,15.62,4,107
C0094,P0118,83.96,5,108
C0109,P0005,39.16,5,103
C0289,P0010,47.08,3,246
C0304,P0055,6.82,1,7
C0447,P0108,53.38,3,62
C0144,P0017,38.1,4,236
C0322,P0017,41.65,1,363
C0274,P0083,10.84,5,287
C0150,P0081,260.04,5,91
C0448,P0077,11.25,5,187
C0048,P0004,29.16,1,8
C0351,P0024,19.44,5,151
C0357,P0095,14.65,4,102
C0452,P0065,68.51,1,183
C0254,P0065,62.23,3,149
C0377,P0109,35.73,1,342
C0243,P0081,227.21,3,25
C0376,P0012,9.19,4,344
C0131,P0108,48.69,4,288
C0289,P0062,10.44,4,260
C0425,P0032,44.53,4,301
C0158,P0041,10.36,4,19
C0236,P0081,240.51,1,78
C0475,P0037,7.46,4,1
C0498,P0108,59.41,5,223
C0075,P0035,25.22,2,155
C0254,P0045,41.6,2,232
C0233,P0077,11.43,4,341
C0394,P0066,41.87,4,121
C0449,P0047,23.13,2,325
C0359,P0069,9.53,2,194
C0306,P0105,11.49,5,137
C0209,P0091,26.38,5,335
C0250,P0093,11.68,1,178
C0249,P0024,20.39,2,47
C0011,P0045,44.52,4,105
C0246,P0060,87.84,1,308
C0420,P0005,42.16,1,188
C0350,P0085,33.36,1,204
C0393,P0030,38.9,3,249
C0191,P0024,17.71,3,71
C0259,P0024,19.13,2,34
C0018,P0024,20.32,1,161
C0188,P0033,20.3,4,335
C0230,P0065,70.33,5,47
C0338,P0019,30.12,4,36
C0212,P0094,5.85,3,49
C0203,P0012,8.95,3,317
C0262,P0055,8.63,5,271
C0213,P0061,22.2,5,291
C0230,P0103,13.83,4,114
C0284,P0068,83.97,5,107
C0003,P0115,8.11,4,190
C0448,P0101,10.49,4,185
C0037,P0020,43.08,5,314
C0221,P0024,16.26,1,216
C0105,P0034,20.01,2,353
C0256,P0039,9.47,2,88
C0137,P0060,91.77,4,103
C0422,P0023,13.03,2,88
C0194,P0022,37.68,2,237
C0312,P0038,7.42,3,13
C0123,P0072,15.7,4,314
C0011,P0075,20.33,3,281
C0198,P0116,10.14,1,360
C0261,P0018,16.26,4,349
C0224,P0040,34.92,3,26
C0480,P0113,35.25,1,273
C0349,P0076,8.34,4,184
C0497,P0063,26.52,2,268
C0144,P0058,30.04,3,319
C0388,P0010,55.32,5,213
C0272,P0104,127.9,2,2
C0298,P0068,77.65,5,315
C0492,P0061,22.62,3,160
C0319,P0057,15.25,5,167
C0444,P0040,32.57,5,213
C0063,P0084,4.87,2,192
C0345,P0055,8.71,4,76
C0236,P0004,29.04,2,267
C0454,P0041,12.33,5,231
C0397,P0107,11.52,5,24
C0053,P0037,6.58,4,194
C0066,P0043,62.58,5,286
C0036,P0068,70.72,3,322
C0241,P0091,24.61,1,104
C0041,P0072,18.79,5,191
C0356,P0097,89.91,3,301
C0270,P0012,7.74,1,213
C0409,P0106,46.29,1,153
C0137,P0105,11.76,4,68
C0254,P0055,6.89,5,16
C0060,P0068,70.69,4,252
C0436,P0020,37.51,3,351
C0052,P0018,18.78,3,285
C0104,P0003,20.76,2,247
C0397,P0117,30.28,2,127
C0054,P0024,19.06,1,191
C0300,P0063,31.78,3,99
C0366,P0024,18.46,2,82
C0368,P0036,6.61,1,215
C0096,P0041,11.57,2,236
C0033,P0032,39.62,4,360
C0220,P0068,75.1,3,86
C0102,P0112,13.0,3,106
C0345,P0046,12.65,3,61
C0178,P0115,7.97,3,346
C0220,P0071,12.3,3,285
C0058,P0066,53.08,5,121
C0278,P0024,18.34,4,353
C0093,P0009,14.76,1,257
C0332,P0098,26.65,5,174
C0037,P0061,19.31,1,139
C0487,P0044,21.14,1,208
C0334,P0091,29.42,3,31
C0090,P0027,38.63,2,63
C0008,P0087,17.68,4,341
C0167,P0031,37.27,4,76
C0075,P0106,51.18,1,60
C0109,P0024,15.96,3,314
C0428,P0013,9.09,4,344
C0294,P0077,9.3,4,298
C0088,P0016,27.57,3,38
C0272,P0109,37.14,4,306
C0487,P0023,14.45,2,5
C0018,P0019,31.41,3,336
C0359,P0106,43.26,4,98
C0379,P0066,41.74,1,240
C0035,P0104,151.52,4,27
C0086,P0012,9.91,2,69
C0189,P0106,50.61,1,321
C0426,P0055,7.12,4,216
C0262,P0072,20.49,2,364
C0320,P0037,8.32,3,66
C0385,P0008,19.53,4,325
C0406,P0112,13.32,3,319
C0231,P0119,27.99,4,337
C0249,P0035,25.25,5,19
C0354,P0108,57.28,4,39
C0129,P0017,43.41,1,193
C0420,P0015,36.77,2,43
C0012,P0010,51.62,3,24
C0098,P0039,11.14,3,296
C0395,P0006,42.27,2,253
C0170,P0040,29.58,1,308
C0073,P0013,8.8,1,341
C0094,P0082,36.85,1,52
C0259,P0095,14.26,5,303
C0416,P0075,17.78,2,16
C0036,P0018,19.55,5,136
C0016,P0085,32.25,2,109
C0226,P0024,15.62,2,87
C0477,P0085,28.68,3,262
C0137,P0061,21.86,5,45
C0479,P0035,22.45,3,295
C0437,P0011,20.85,1,318
C0139,P0094,6.35,2,243
C0401,P0108,47.07,5,30
C0335,P0071,12.47,1,218
C0251,P0113,30.88,5,229
C0206,P0108,51.8,5,136
C0401,P0017,38.4,2,134
C0391,P0082,29.53,3,171
C0371,P0035,20.56,3,363
C0499,P0053,32.96,4,2
C0233,P0015,32.97,4,186
C0398,P0115,8.59,1,116
C0423,P0081,225.01,2,200
C0106,P0024,19.65,5,2
C0022,P0036,6.26,2,335
C0198,P0045,50.15,2,167
C0421,P0083,11.67,4,353
C0142,P0106,48.43,1,57
C0346,P0029,25.94,1,213
C0003,P0051,5.31,4,248
C0177,P0063,32.15,1,290
C0301,P0040,38.41,5,4
C0064,P0054,14.23,2,232
C0443,P0012,9.18,1,54
C0077,P0017,38.81,4,156
C0450,P0041,12.06,1,20
C0108,P0106,51.88,2,21
C0496,P0035,26.06,2,279
C0043,P0083,11.77,3,326
C0034,P0109,35.55,1,255
C0038,P0050,44.03,2,217
C0289,P0001,55.29,1,43
C0398,P0075,21.5,1,279
C0198,P0044,19.91,4,84
C0217,P0073,9.38,3,39
C0289,P0024,15.82,1,267
C0260,P0000,11.17,2,215
C0336,P0034,15.63,4,55
C0229,P0078,28.26,2,200
C0352,P0040,33.32,3,252
C0498,P0021,21.32,4,182
C0176,P0050,47.31,4,262
C0007,P0084,4.69,4,184
C0062,P0012,8.51,2,129
C0271,P0076,7.15,3,82
C0173,P0071,12.86,5,94
C0468,P0036,6.66,5,295
C0306,P0114,16.29,1,136
C0255,P0104,151.39,5,261
C0394,P0028,16.84,5,131
C0127,P0004,25.33,5,192
C0402,P0026,9.37,2,221
C0002,P0018,18.34,3,174
C0303,P0059,23.97,1,271
C0464,P0106,52.93,1,337
C0419,P0026,9.33,2,336
C0195,P0046,12.87,2,11
C0405,P0005,38.77,2,277
C0269,P0058,28.79,3,265
C0303,P0009,14.93,1,151
C0031,P0108,49.56,5,115
C0102,P0100,15.94,4,20
C0269,P0020,36.59,4,306
C0031,P0077,11.18,5,306
C0412,P0091,25.51,2,212
C0454,P0052,35.37,5,201
C0052,P0017,39.67,3,63
C0467,P0068,82.4,3,200
C0035,P0011,22.25,3,296
C0230,P0062,10.17,1,119
C0412,P0020,35.46,5,265
C0036,P0075,20.48,5,354
C0010,P0094,5.64,4,166
C0251,P0041,12.7,5,109
C0399,P0082,35.41,1,50
C0063,P0016,27.06,2,129
C0278,P0072,15.81,2,74
C0116,P0035,25.64,2,188
C0358,P0094,7.01,4,364
C0474,P0055,7.52,2,97
C0375,P0068,70.85,5,321
C0431,P0013,8.89,2,111
C0254,P0003,21.15,3,224
C0408,P0006,39.88,3,58
C0091,P0105,14.15,5,98
C0035,P0102,11.35,4,316
C0027,P0017,44.15,5,208
C0339,P0089,21.45,1,90
C0237,P0104,151.69,3,5
C0363,P0016,31.57,3,331
C0120,P0017,36.89,2,17
C0264,P0105,12.84,1,323
C0323,P0053,26.75,5,97
C0488,P0037,7.99,2,26
C0365,P0060,101.34,5,81
C0060,P0117,31.51,4,239
C0231,P0012,9.97,4,199
C0288,P0084,4.08,4,56
C0072,P0032,42.31,2,110
C0139,P0045,49.56,5,238
C0060,P0059,22.66,4,315
C0251,P0019,24.96,2,93
C0082,P0042,15.48,4,326
C0289,P0068,71.54,2,149
C0084,P0061,18.37,5,31
C0356,P0081,220.43,3,118
C0098,P0095,18.46,2,319
C0442,P0043,75.2,4,295
C0015,P0045,41.0,4,266
C0255,P0054,16.55,2,146
C0160,P0061,19.79,4,283
C0112,P0012,9.57,2,259
C0229,P0027,34.3,2,289
C0413,P0017,43.45,5,204
C0452,P0038,8.22,4,185
C0149,P0115,8.34,1,352
C0076,P0062,11.1,4,345
C0355,P0046,12.49,2,196
C0285,P0061,21.8,2,73
C0101,P0072,17.19,3,149
C0372,P0047,20.93,3,184
C0254,P0048,12.38,5,247
C0319,P0078,27.32,3,116
C0179,P0008,16.18,2,17
C0213,P0058,28.45,4,300
C0090,P0059,22.9,3,346
C0371,P0084,4.29,1,31
C0077,P0117,24.73,4,116
C0381,P0089,22.53,3,158
C0394,P0054,16.04,3,277
C0366,P0017,46.35,1,282
C0011,P0063,29.6,3,125
C0133,P0095,16.11,4,114
C0227,P0108,58.43,4,148
C0292,P0094,6.87,4,88
C0454,P0017,42.97,5,159
C0185,P0079,43.75,3,96
C0429,P0101,9.94,3,22
C0081,P0074,41.9,3,260
C0183,P0075,21.67,2,287
C0027,P0054,16.54,2,105
C0364,P0068,88.94,4,146
C0074,P0024,20.82,2,147
C0380,P0094,7.33,4,199
C0261,P0108,58.07,5,167
C0008,P0099,45.81,1,343
C0002,P0032,43.5,2,136
C0250,P0012,7.99,4,290
C0090,P0096,22.07,4,68
C0299,P0070,14.64,4,127
C0113,P0113,29.91,5,322
C0290,P0034,16.1,2,94
C0187,P0060,75.88,2,308
C0094,P0088,15.71,3,243
C0067,P0023,16.14,3,272
C0118,P0113,40.28,5,274
C0016,P0063,27.88,1,189
C0151,P0001,49.4,2,220
C0446,P0003,20.76,5,26
C0407,P0102,10.02,4,255
C0184,P0069,10.83,4,259
C0282,P0085,32.35,2,38
C0278,P0087,17.62,4,189
C0406,P0045,38.9,2,186
C0118,P0090,49.24,4,113
C0146,P0108,52.38,1,25
C0021,P0085,33.51,4,76
C0155,P0026,9.82,4,85
C0432,P0029,24.27,5,78
C0451,P0043,63.67,5,221
C0056,P0099,53.53,1,154
C0224,P0003,16.87,1,41
C0187,P0047,21.85,2,31
C0239,P0074,42.07,5,239
C0271,P0012,9.66,3,341
C0011,P0088,14.8,5,299
C0413,P0108,48.26,1,276
C0486,P0012,9.73,5,116
C0319,P0014,12.43,1,257
C0323,P0115,9.77,5,30
C0258,P0017,42.98,5,63
C0167,P0010,54.23,2,51
C0073,P0110,19.87,2,67
C0285,P0104,130.69,3,131
C0023,P0070,16.02,4,16
C0405,P0060,78.63,1,297
C0205,P0106,52.41,2,261
C0203,P0070,14.06,4,231
C0162,P0070,13.06,5,64
C0484,P0096,20.53,1,316
C0087,P0070,16.22,5,3
C0074,P0054,16.52,5,362
C0082,P0039,10.35,5,265
C0322,P0054,13.49,2,74
C0495,P0055,7.13,4,72
C0117,P0035,21.04,1,253
C0448,P0048,12.27,1,295
C0137,P0091,25.45,1,170
C0316,P0044,16.88,3,22
C0021,P0003,16.14,4,180
C0241,P0024,18.88,1,175
C0319,P0023,15.27,1,119
C0261,P0089,22.93,2,329
C0484,P0091,27.59,1,247
C0224,P0002,7.07,2,226
C0311,P0017,44.49,2,226
C0389,P0094,5.63,2,184
C0120,P0060,96.58,5,116
C0424,P0085,31.16,2,94
C0137,P0095,17.4,3,44
C0380,P0108,46.73,3,68
C0057,P0009,16.63,2,211
C0142,P0090,64.13,3,148
C0260,P0079,43.87,1,270
C0256,P0019,23.67,3,293
C0418,P0108,47.93,1,204
C0497,P0042,18.06,3,39
C0054,P0103,15.05,2,2
C0133,P0065,75.9,2,84
C0178,P0055,8.68,1,103
C0241,P0106,46.41,1,284
C0420,P0061,18.63,1,134
C0377,P0001,48.73,1,271
C0010,P0002,6.83,5,77
C0222,P0086,11.19,2,4
C0302,P0016,25.37,3,50
C0224,P0064,32.64,4,172
C0065,P0074,41.72,1,175
C0195,P0024,15.85,1,160
C0202,P0061,21.5,1,350
C0371,P0109,36.93,5,267
C0160,P0099,56.8,4,46
C0253,P0055,7.03,5,227
C0431,P0054,14.14,2,213
C0061,P0112,15.41,1,345
C0059,P0040,33.87,1,174
C0148,P0061,21.76,4,136
C0210,P0107,11.96,4,344
C0147,P0016,26.07,5,123
C0373,P0060,77.85,3,208
C0121,P0012,8.05,5,11
C0043,P0068,76.74,5,61
C0202,P0035,23.38,5,21
C0379,P0114,19.29,5,153
C0418,P0044,17.01,1,340
C0360,P0013,10.4,4,26
C0273,P0095,14.9,5,356
C0356,P0093,11.4,2,317
C0333,P0076,6.45,5,3
C0116,P0083,11.64,2,6
C0269,P0024,16.5,2,328
C0377,P0068,71.51,4,214
C0157,P0005,39.9,1,64
C0319,P0017,41.03,3,348
C0046,P0023,16.42,1,247
C0426,P0109,33.8,4,131
C0069,P0012,9.78,3,47
C0182,P0024,19.25,3,193
C0025,P0017,40.35,5,360
C0016,P0001,54.07,4,229
C0494,P0028,14.74,5,252
C0241,P0115,9.33,1,71
C0177,P0034,17.13,3,198
C0135,P0054,16.43,4,362
C0489,P0083,12.28,1,33
C0124,P0060,80.4,3,75
C0356,P0083,9.72,1,263
C0139,P0070,14.23,5,4
C0036,P0066,48.34,4,76
C0333,P0069,9.13,1,344
C0001,P0090,59.78,3,7
C0329,P0079,48.05,1,157
C0123,P0088,17.0,5,121
C0366,P0013,9.64,1,146
C0376,P0074,35.67,4,94
C0013,P0024,18.93,1,277
C0348,P0101,8.81,5,10
C0494,P0025,16.83,2,48
C0120,P0024,17.47,1,97
C0134,P0100,17.66,4,301
C0400,P0024,20.77,2,144
C0079,P0044,17.62,3,13
C0323,P0036,5.78,5,190
C0370,P0105,12.42,4,229
C0020,P0049,17.87,2,167
C0282,P0089,21.68,2,320
C0149,P0068,83.34,4,313
C0430,P0108,58.11,4,332
C0080,P0091,28.9,3,351
C0181,P0041,11.0,2,116
C0417,P0110,22.34,1,154
C0096,P0055,7.48,5,350
C0403,P0003,18.33,4,164
C0040,P0024,20.99,4,315
C0239,P0068,73.84,1,236
C0039,P0015,36.18,2,338
C0331,P0062,9.72,2,4
C0389,P0035,20.8,3,258
C0418,P0056,26.8,4,292
C0489,P0000,13.19,5,73
C0328,P0097,105.05,3,268
C0376,P0035,21.84,2,72
C0248,P0013,8.6,3,330
C0451,P0047,20.62,4,331
C0315,P0053,29.71,2,2
C0436,P0068,85.51,3,185
C0117,P0055,8.03,4,140
C0242,P0005,43.58,3,325
C0358,P0101,10.32,3,117
C0103,P0049,17.95,4,263
C0106,P0010,50.66,2,43
C0488,P0085,32.64,1,78
C0212,P0070,16.73,4,359
C0090,P0069,9.26,3,141
C0165,P0046,12.14,2,279
C0195,P0043,67.14,1,353
C0304,P0057,17.21,5,352
C0456,P0006,48.7,4,8
C0318,P0118,77.84,4,261
C0346,P0070,13.4,3,338
C0160,P0045,47.64,2,357
C0421,P0022,36.74,2,263
C0109,P0083,12.47,1,38
C0486,P0016,30.36,5,100
C0424,P0015,38.53,5,295
C0149,P0081,229.36,2,200
C0329,P0068,70.23,5,67
C0227,P0010,51.69,2,308
C0141,P0068,86.07,1,185
C0067,P0061,20.61,2,296
C0269,P0075,20.4,3,22
C0218,P0017,39.75,5,99
C0108,P0108,55.14,3,104
C0466,P0065,78.84,5,137
C0444,P0074,41.81,4,118
C0056,P0034,19.8,3,199
C0304,P0006,44.43,1,80
C0418,P0025,18.19,2,127
C0164,P0105,11.86,3,306
C0098,P0043,64.83,1,205
C0130,P0099,57.68,2,10
C0219,P0055,8.24,1,302
C0162,P0000,13.94,2,66
C0316,P0012,7.77,3,108
C0170,P0024,15.65,1,173
C0338,P0040,36.69,5,228
C0087,P0057,16.18,3,291
C0110,P0002,6.36,3,55
C0101,P0024,18.73,1,129
C0001,P0118,87.2,2,207
C0230,P0008,17.58,1,95
C0021,P0029,23.16,5,137
C0133,P0029,24.15,4,323
C0496,P0038,9.53,3,84
C0454,P0075,18.29,4,70
C0108,P0024,17.39,1,213
C0152,P0050,43.61,5,37
C0225,P0069,9.27,3,1
C0415,P0029,22.06,3,317
C0395,P0109,35.99,5,101
C0062,P0116,7.78,1,44
C0203,P0034,16.27,1,176
C0427,P0019,27.62,3,166
C0435,P0017,38.78,2,160
C0054,P0053,31.72,3,54
C0282,P0061,22.98,4,313
C0076,P0045,40.57,2,1
C0453,P0024,17.39,1,99
C0222,P0119,28.36,4,234
C0043,P0106,50.88,3,200
C0283,P0010,44.33,5,141
C0200,P0070,14.47,5,195
C0399,P0049,16.28,1,83
C0170,P0075,21.75,4,48
C0429,P0064,28.52,1,330
C0134,P0103,15.34,1,224
C0077,P0009,15.8,4,238
C0150,P0035,25.95,3,364
C0019,P0117,25.13,5,330
C0138,P0017,43.99,1,213
C0323,P0012,8.33,3,289
C0070,P0081,228.32,2,193
C0057,P0086,11.24,5,87
C0065,P0072,18.8,4,227
C0040,P0086,11.78,4,333
C0429,P0076,7.73,2,321
C0470,P0013,11.34,5,184
C0024,P0066,45.21,5,345
C0361,P0099,48.08,3,15
C0498,P0024,16.25,5,147
C0174,P0012,8.74,4,75
C0140,P0087,18.89,1,349
C0420,P0004,24.97,1,195
C0357,P0094,6.7,4,282
C0229,P0054,14.34,2,41
C0121,P0030,36.85,5,17
C0357,P0001,60.16,4,202
C0197,P0089,22.0,4,6
C0326,P0053,32.4,3,8
C0197,P0014,12.44,5,337
C0233,P0035,24.76,2,220
C0256,P0016,29.74,3,256
C0380,P0012,8.95,2,101
C0488,P0024,18.55,1,114
C0216,P0059,26.61,5,172
C0172,P0019,29.5,3,78
C0184,P0034,18.38,1,161
C0066,P0052,33.5,5,348
C0146,P0045,48.62,5,273
C0044,P0012,8.14,4,317
C0209,P0005,35.16,2,181
C0082,P0005,37.39,5,287
C0174,P0035,21.32,4,154
C0391,P0080,127.12,2,225
C0299,P0087,18.43,5,301
C0445,P0079,48.16,5,337
C0278,P0000,10.99,4,39
C0097,P0004,25.91,1,289
C0173,P0017,42.9,2,259
C0289,P0007,49.52,2,269
C0248,P0055,7.47,3,6
C0072,P0005,36.07,5,178
C0265,P0053,26.07,2,328
C0131,P0081,216.46,1,85
C0299,P0083,12.7,2,178
C0036,P0055,6.78,2,315
C0168,P0106,42.58,5,339
C0396,P0118,96.43,1,121
C0127,P0035,24.15,5,293
C0295,P0012,8.67,4,304
C0201,P0035,24.05,1,55
C0157,P0022,39.96,4,12
C0452,P0055,6.78,3,18
C0118,P0053,32.88,2,270
C0450,P0085,32.95,2,142
C0333,P0057,15.16,3,33
C0026,P0032,47.36,4,220
C0105,P0001,59.34,4,117
C0112,P0070,13.26,3,199
C0382,P0017,38.86,2,176
C0140,P0081,258.55,2,127
C0020,P0042,15.84,5,206
C0215,P0076,8.36,5,304
C0427,P0086,12.44,2,81
C0056,P0058,28.13,2,211
C0098,P0081,283.58,2,209
C0259,P0043,61.69,5,329
C0181,P0088,15.36,1,246
C0235,P0094,5.75,5,2
C0457,P0013,11.18,2,179
C0266,P0024,19.99,2,308
C0203,P0024,16.88,5,318
C0494,P0017,40.03,5,292
C0034,P0040,32.58,5,174
C0462,P0017,41.41,2,39
C0244,P0063,31.02,3,78
C0247,P0012,9.01,2,309
C0455,P0024,17.95,1,124
C0248,P0071,12.46,2,278
C0213,P0041,11.74,1,14
C0133,P0045,39.32,1,179
C0322,P0090,50.78,3,346
C0279,P0117,26.69,4,90
C0107,P0061,20.89,2,12
C0350,P0010,43.39,3,105
C0315,P0012,8.97,4,23
C0195,P0114,15.87,5,223
C0002,P0074,43.17,3,70
C0218,P0084,3.83,2,90
C0003,P0073,8.08,4,214
C0038,P0017,36.9,1,119
C0210,P0048,10.89,1,237
C0042,P0090,49.19,2,339
C0135,P0100,16.3,2,339
C0320,P0024,19.82,1,266
